/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/center_2017_04_22_11_08_45_431.jpg,/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/left_2017_04_22_11_08_45_431.jpg,/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/right_2017_04_22_11_08_45_431.jpg,0,0,0,5.009146
/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/center_2017_04_22_11_08_45_535.jpg,/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/left_2017_04_22_11_08_45_535.jpg,/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/right_2017_04_22_11_08_45_535.jpg,0,0,0,4.958881
/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/center_2017_04_22_11_08_45_633.jpg,/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/left_2017_04_22_11_08_45_633.jpg,/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/right_2017_04_22_11_08_45_633.jpg,0,0,0,4.909122
/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/center_2017_04_22_11_08_45_732.jpg,/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/left_2017_04_22_11_08_45_732.jpg,/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/right_2017_04_22_11_08_45_732.jpg,0,0,0,4.859862
/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/center_2017_04_22_11_08_45_833.jpg,/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/left_2017_04_22_11_08_45_833.jpg,/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/right_2017_04_22_11_08_45_833.jpg,0,0,0,4.811096
/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/center_2017_04_22_11_08_45_915.jpg,/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/left_2017_04_22_11_08_45_915.jpg,/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/right_2017_04_22_11_08_45_915.jpg,0,0,0,4.772436
/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/center_2017_04_22_11_08_46_015.jpg,/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/left_2017_04_22_11_08_46_015.jpg,/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/right_2017_04_22_11_08_46_015.jpg,0,0,0,4.724548
/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/center_2017_04_22_11_08_46_114.jpg,/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/left_2017_04_22_11_08_46_114.jpg,/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/right_2017_04_22_11_08_46_114.jpg,0,0.298809,0,4.90575
/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/center_2017_04_22_11_08_46_213.jpg,/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/left_2017_04_22_11_08_46_213.jpg,/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/right_2017_04_22_11_08_46_213.jpg,0,0.003138006,0,4.991354
/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/center_2017_04_22_11_08_46_281.jpg,/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/left_2017_04_22_11_08_46_281.jpg,/Users/kmartin/Repos/Nanodegree/Project3/data/IMG/right_2017_04_22_11_08_46_281.jpg,-0.1,0,0,4.949896
